week_date,week_number,month_number,calendar_year,region,platform,segment,age_band,demographic,customer_type,transactions,sales,avr_transaction
2020-08-31,35,8,2020,OCEANIA,Retail,C2,"Middle Aged",Couples,Existing,169157,6603287,39.04
2020-08-31,35,8,2020,AFRICA,Shopify,null,Unknown,Unknown,Guest,5893,1026838,174.25
2020-08-31,35,8,2020,ASIA,Retail,C3,Retirees,Couples,Existing,245151,11086427,45.22
2020-08-31,35,8,2020,CANADA,Shopify,C4,Retirees,Couples,Existing,119,19049,160.08
2020-08-31,35,8,2020,ASIA,Shopify,F2,"Middle Aged",Families,Existing,2983,564306,189.17
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,F3,Retirees,Families,Existing,32,7331,229.09
2020-08-31,35,8,2020,USA,Retail,F1,"Young Aged",Families,Existing,40076,2272687,56.71
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,C4,Retirees,Couples,Existing,7,1562,223.14
2020-08-31,35,8,2020,CANADA,Shopify,null,Unknown,Unknown,New,88,12836,145.86
2020-08-31,35,8,2020,AFRICA,Retail,C4,Retirees,Couples,New,46545,1548637,33.27
2020-08-31,35,8,2020,USA,Shopify,C2,"Middle Aged",Couples,New,228,45518,199.64
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,C3,Retirees,Couples,New,1045,37786,36.16
2020-08-31,35,8,2020,ASIA,Shopify,C4,Retirees,Couples,Existing,279,48624,174.28
2020-08-31,35,8,2020,ASIA,Retail,null,Unknown,Unknown,New,66042,2156778,32.66
2020-08-31,35,8,2020,AFRICA,Retail,C4,Retirees,Couples,Existing,117018,5941067,50.77
2020-08-31,35,8,2020,EUROPE,Retail,F1,"Young Aged",Families,Existing,6769,395877,58.48
2020-08-31,35,8,2020,AFRICA,Retail,F3,Retirees,Families,Existing,403810,22712143,56.24
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,F1,"Young Aged",Families,Existing,74,16149,218.23
2020-08-31,35,8,2020,CANADA,Retail,F2,"Middle Aged",Families,Existing,61517,3322211,54.00
2020-08-31,35,8,2020,EUROPE,Retail,F3,Retirees,Families,New,1655,66422,40.13
2020-08-31,35,8,2020,AFRICA,Shopify,F1,"Young Aged",Families,New,201,27184,135.24
2020-08-31,35,8,2020,ASIA,Shopify,null,Unknown,Unknown,Guest,5794,979807,169.11
2020-08-31,35,8,2020,AFRICA,Retail,F1,"Young Aged",Families,New,23416,833470,35.59
2020-08-31,35,8,2020,OCEANIA,Retail,F1,"Young Aged",Families,Existing,144056,7178808,49.83
2020-08-31,35,8,2020,OCEANIA,Retail,C4,Retirees,Couples,Existing,151673,7422165,48.94
2020-08-31,35,8,2020,CANADA,Shopify,C1,"Young Aged",Couples,Existing,585,91616,156.61
2020-08-31,35,8,2020,CANADA,Retail,F2,"Middle Aged",Families,New,18180,661362,36.38
2020-08-31,35,8,2020,CANADA,Retail,C1,"Young Aged",Couples,New,30402,786613,25.87
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,C1,"Young Aged",Couples,Existing,69,11755,170.36
2020-08-31,35,8,2020,USA,Retail,C2,"Middle Aged",Couples,New,26620,883573,33.19
2020-08-31,35,8,2020,AFRICA,Retail,null,Unknown,Unknown,New,58165,2232935,38.39
2020-08-31,35,8,2020,CANADA,Shopify,C1,"Young Aged",Couples,New,97,12438,128.23
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,F2,"Middle Aged",Families,Existing,37,8473,229.00
2020-08-31,35,8,2020,EUROPE,Retail,C2,"Middle Aged",Couples,New,2857,104677,36.64
2020-08-31,35,8,2020,OCEANIA,Retail,C4,Retirees,Couples,New,65594,2016930,30.75
2020-08-31,35,8,2020,EUROPE,Retail,C2,"Middle Aged",Couples,Existing,9710,461694,47.55
2020-08-31,35,8,2020,EUROPE,Shopify,C4,Retirees,Couples,New,3,1221,407.00
2020-08-31,35,8,2020,OCEANIA,Shopify,C3,Retirees,Couples,New,567,95547,168.51
2020-08-31,35,8,2020,USA,Retail,C1,"Young Aged",Couples,New,36069,990085,27.45
2020-08-31,35,8,2020,ASIA,Retail,F2,"Middle Aged",Families,Existing,220712,10624187,48.14
2020-08-31,35,8,2020,OCEANIA,Shopify,null,Unknown,Unknown,Guest,11218,2078649,185.30
2020-08-31,35,8,2020,USA,Shopify,C3,Retirees,Couples,New,205,33536,163.59
2020-08-31,35,8,2020,AFRICA,Shopify,C1,"Young Aged",Couples,New,299,35957,120.26
2020-08-31,35,8,2020,EUROPE,Retail,F1,"Young Aged",Families,New,953,40760,42.77
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,C2,"Middle Aged",Couples,New,45,8917,198.16
2020-08-31,35,8,2020,CANADA,Shopify,C3,Retirees,Couples,Existing,846,154393,182.50
2020-08-31,35,8,2020,USA,Retail,C1,"Young Aged",Couples,Existing,57648,2393490,41.52
2020-08-31,35,8,2020,EUROPE,Shopify,C1,"Young Aged",Couples,New,21,3288,156.57
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,F2,"Middle Aged",Families,New,9,1437,159.67
2020-08-31,35,8,2020,OCEANIA,Shopify,F3,Retirees,Families,New,190,30264,159.28
2020-08-31,35,8,2020,AFRICA,Shopify,C3,Retirees,Couples,Existing,2647,530397,200.38
2020-08-31,35,8,2020,CANADA,Shopify,C4,Retirees,Couples,New,21,2494,118.76
2020-08-31,35,8,2020,OCEANIA,Retail,F2,"Middle Aged",Families,New,91435,3101538,33.92
2020-08-31,35,8,2020,EUROPE,Retail,C3,Retirees,Couples,New,3843,158799,41.32
2020-08-31,35,8,2020,USA,Retail,F3,Retirees,Families,New,28987,1096531,37.83
2020-08-31,35,8,2020,ASIA,Shopify,F2,"Middle Aged",Families,New,245,35519,144.98
2020-08-31,35,8,2020,OCEANIA,Retail,C3,Retirees,Couples,Existing,339633,16520774,48.64
2020-08-31,35,8,2020,EUROPE,Shopify,C3,Retirees,Couples,Existing,182,45036,247.45
2020-08-31,35,8,2020,CANADA,Shopify,F3,Retirees,Families,Existing,659,126801,192.41
2020-08-31,35,8,2020,AFRICA,Shopify,C3,Retirees,Couples,New,340,56734,166.86
2020-08-31,35,8,2020,ASIA,Retail,C1,"Young Aged",Couples,Existing,187781,6218547,33.12
2020-08-31,35,8,2020,OCEANIA,Shopify,F2,"Middle Aged",Families,Existing,6870,1373529,199.93
2020-08-31,35,8,2020,OCEANIA,Retail,C1,"Young Aged",Couples,New,172521,3964262,22.98
2020-08-31,35,8,2020,CANADA,Shopify,C2,"Middle Aged",Couples,New,105,14694,139.94
2020-08-31,35,8,2020,CANADA,Retail,F3,Retirees,Families,New,19524,690966,35.39
2020-08-31,35,8,2020,ASIA,Retail,C4,Retirees,Couples,New,53286,1520060,28.53
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,C1,"Young Aged",Couples,New,2466,52421,21.26
2020-08-31,35,8,2020,EUROPE,Retail,null,Unknown,Unknown,Guest,97001,3352338,34.56
2020-08-31,35,8,2020,CANADA,Shopify,F3,Retirees,Families,New,36,6107,169.64
2020-08-31,35,8,2020,USA,Shopify,F2,"Middle Aged",Families,Existing,2031,402380,198.12
2020-08-31,35,8,2020,AFRICA,Retail,F2,"Middle Aged",Families,Existing,277600,14910405,53.71
2020-08-31,35,8,2020,USA,Shopify,F2,"Middle Aged",Families,New,157,25858,164.70
2020-08-31,35,8,2020,EUROPE,Shopify,null,Unknown,Unknown,New,20,4085,204.25
2020-08-31,35,8,2020,OCEANIA,Shopify,C1,"Young Aged",Couples,Existing,2801,481198,171.80
2020-08-31,35,8,2020,CANADA,Retail,null,Unknown,Unknown,Guest,396145,11133538,28.10
2020-08-31,35,8,2020,USA,Retail,F2,"Middle Aged",Families,New,28592,1063716,37.20
2020-08-31,35,8,2020,CANADA,Retail,C2,"Middle Aged",Couples,Existing,23062,1001335,43.42
2020-08-31,35,8,2020,OCEANIA,Retail,null,Unknown,Unknown,Guest,2437738,63989387,26.25
2020-08-31,35,8,2020,EUROPE,Shopify,null,Unknown,Unknown,Guest,343,79359,231.37
2020-08-31,35,8,2020,OCEANIA,Shopify,F3,Retirees,Families,Existing,3920,836865,213.49
2020-08-31,35,8,2020,ASIA,Shopify,null,Unknown,Unknown,Existing,384,67279,175.21
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,F3,Retirees,Families,New,329,11863,36.06
2020-08-31,35,8,2020,EUROPE,Retail,F2,"Middle Aged",Families,New,1738,72565,41.75
2020-08-31,35,8,2020,OCEANIA,Retail,F3,Retirees,Families,New,110894,3749562,33.81
2020-08-31,35,8,2020,USA,Shopify,null,Unknown,Unknown,Existing,196,40740,207.86
2020-08-31,35,8,2020,USA,Retail,C3,Retirees,Couples,Existing,102736,5786447,56.32
2020-08-31,35,8,2020,EUROPE,Retail,C4,Retirees,Couples,Existing,4652,250536,53.86
2020-08-31,35,8,2020,OCEANIA,Retail,null,Unknown,Unknown,Existing,50786,2056315,40.49
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,F3,Retirees,Families,New,3,372,124.00
2020-08-31,35,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,Existing,731,136743,187.06
2020-08-31,35,8,2020,CANADA,Shopify,C3,Retirees,Couples,New,115,16103,140.03
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,null,Unknown,Unknown,Guest,2172,407861,187.78
2020-08-31,35,8,2020,USA,Shopify,F3,Retirees,Families,New,63,10501,166.68
2020-08-31,35,8,2020,CANADA,Retail,C4,Retirees,Couples,New,13579,451994,33.29
2020-08-31,35,8,2020,USA,Shopify,C4,Retirees,Couples,Existing,164,29757,181.45
2020-08-31,35,8,2020,CANADA,Shopify,C2,"Middle Aged",Couples,Existing,726,125653,173.08
2020-08-31,35,8,2020,ASIA,Shopify,C3,Retirees,Couples,New,247,35572,144.02
2020-08-31,35,8,2020,ASIA,Shopify,C1,"Young Aged",Couples,New,277,35314,127.49
2020-08-31,35,8,2020,OCEANIA,Shopify,null,Unknown,Unknown,New,507,83877,165.44
2020-08-31,35,8,2020,ASIA,Retail,C1,"Young Aged",Couples,New,132545,2819145,21.27
2020-08-31,35,8,2020,ASIA,Retail,F3,Retirees,Families,New,89785,2770220,30.85
2020-08-31,35,8,2020,USA,Shopify,F3,Retirees,Families,Existing,1083,224778,207.55
2020-08-31,35,8,2020,ASIA,Shopify,C1,"Young Aged",Couples,Existing,1282,210754,164.39
2020-08-31,35,8,2020,AFRICA,Shopify,null,Unknown,Unknown,New,300,51883,172.94
2020-08-31,35,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,New,100,15077,150.77
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,C4,Retirees,Couples,Existing,414,18437,44.53
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,null,Unknown,Unknown,Existing,3,472,157.33
2020-08-31,35,8,2020,CANADA,Retail,null,Unknown,Unknown,Existing,8410,411147,48.89
2020-08-31,35,8,2020,EUROPE,Shopify,F2,"Middle Aged",Families,Existing,249,55333,222.22
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,C1,"Young Aged",Couples,Existing,3087,85926,27.83
2020-08-31,35,8,2020,AFRICA,Shopify,F3,Retirees,Families,New,122,20927,171.53
2020-08-31,35,8,2020,AFRICA,Retail,null,Unknown,Unknown,Existing,37883,1657269,43.75
2020-08-31,35,8,2020,ASIA,Shopify,C4,Retirees,Couples,New,46,6147,133.63
2020-08-31,35,8,2020,ASIA,Retail,C4,Retirees,Couples,Existing,110176,4894437,44.42
2020-08-31,35,8,2020,AFRICA,Retail,null,Unknown,Unknown,Guest,1547309,44346247,28.66
2020-08-31,35,8,2020,OCEANIA,Shopify,F1,"Young Aged",Families,Existing,4498,839437,186.62
2020-08-31,35,8,2020,CANADA,Shopify,F1,"Young Aged",Families,Existing,789,134990,171.09
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,C3,Retirees,Couples,Existing,109,23057,211.53
2020-08-31,35,8,2020,EUROPE,Retail,C4,Retirees,Couples,New,1352,49263,36.44
2020-08-31,35,8,2020,ASIA,Retail,null,Unknown,Unknown,Existing,38663,1493771,38.64
2020-08-31,35,8,2020,AFRICA,Shopify,C2,"Middle Aged",Couples,New,389,57455,147.70
2020-08-31,35,8,2020,CANADA,Retail,null,Unknown,Unknown,New,14685,561282,38.22
2020-08-31,35,8,2020,USA,Retail,null,Unknown,Unknown,New,22186,930478,41.94
2020-08-31,35,8,2020,OCEANIA,Shopify,C2,"Middle Aged",Couples,New,842,132424,157.27
2020-08-31,35,8,2020,USA,Shopify,F1,"Young Aged",Families,New,135,20860,154.52
2020-08-31,35,8,2020,AFRICA,Retail,C1,"Young Aged",Couples,Existing,186404,6891042,36.97
2020-08-31,35,8,2020,AFRICA,Shopify,C1,"Young Aged",Couples,Existing,1689,269373,159.49
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,null,Unknown,Unknown,Guest,413244,16755039,40.55
2020-08-31,35,8,2020,ASIA,Shopify,F1,"Young Aged",Families,New,228,33200,145.61
2020-08-31,35,8,2020,OCEANIA,Retail,C1,"Young Aged",Couples,Existing,260181,9284850,35.69
2020-08-31,35,8,2020,EUROPE,Retail,F2,"Middle Aged",Families,Existing,14482,887564,61.29
2020-08-31,35,8,2020,EUROPE,Shopify,C1,"Young Aged",Couples,Existing,118,27732,235.02
2020-08-31,35,8,2020,AFRICA,Retail,C1,"Young Aged",Couples,New,97673,2423159,24.81
2020-08-31,35,8,2020,ASIA,Shopify,F3,Retirees,Families,New,113,15927,140.95
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,null,Unknown,Unknown,New,1266,44500,35.15
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,F1,"Young Aged",Families,New,6,623,103.83
2020-08-31,35,8,2020,USA,Retail,C3,Retirees,Couples,New,46838,1769576,37.78
2020-08-31,35,8,2020,USA,Retail,C4,Retirees,Couples,New,18774,665292,35.44
2020-08-31,35,8,2020,USA,Retail,C4,Retirees,Couples,Existing,40024,2186307,54.62
2020-08-31,35,8,2020,USA,Shopify,C2,"Middle Aged",Couples,Existing,1420,277104,195.14
2020-08-31,35,8,2020,ASIA,Retail,C2,"Middle Aged",Couples,New,87269,2234801,25.61
2020-08-31,35,8,2020,USA,Shopify,null,Unknown,Unknown,New,154,25762,167.29
2020-08-31,35,8,2020,USA,Shopify,C3,Retirees,Couples,Existing,1501,312519,208.21
2020-08-31,35,8,2020,EUROPE,Shopify,C4,Retirees,Couples,Existing,22,4971,225.95
2020-08-31,35,8,2020,CANADA,Retail,C3,Retirees,Couples,Existing,62206,3227065,51.88
2020-08-31,35,8,2020,CANADA,Shopify,null,Unknown,Unknown,Guest,1621,269863,166.48
2020-08-31,35,8,2020,AFRICA,Retail,F2,"Middle Aged",Families,New,65304,2291992,35.10
2020-08-31,35,8,2020,EUROPE,Retail,null,Unknown,Unknown,Existing,3211,150741,46.95
2020-08-31,35,8,2020,ASIA,Shopify,null,Unknown,Unknown,New,278,46931,168.82
2020-08-31,35,8,2020,EUROPE,Shopify,F1,"Young Aged",Families,Existing,138,30015,217.50
2020-08-31,35,8,2020,USA,Retail,F2,"Middle Aged",Families,Existing,96079,5527494,57.53
2020-08-31,35,8,2020,USA,Shopify,C1,"Young Aged",Couples,Existing,739,128749,174.22
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,F2,"Middle Aged",Families,Existing,1098,48912,44.55
2020-08-31,35,8,2020,OCEANIA,Retail,null,Unknown,Unknown,New,83764,2829225,33.78
2020-08-31,35,8,2020,EUROPE,Retail,C3,Retirees,Couples,Existing,14816,815588,55.05
2020-08-31,35,8,2020,AFRICA,Shopify,C2,"Middle Aged",Couples,Existing,2568,471837,183.74
2020-08-31,35,8,2020,ASIA,Shopify,F3,Retirees,Families,Existing,1916,372983,194.67
2020-08-31,35,8,2020,OCEANIA,Shopify,F1,"Young Aged",Families,New,333,48796,146.53
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,C2,"Middle Aged",Couples,New,906,25570,28.22
2020-08-31,35,8,2020,USA,Retail,null,Unknown,Unknown,Existing,14146,694767,49.11
2020-08-31,35,8,2020,OCEANIA,Shopify,null,Unknown,Unknown,Existing,621,121005,194.86
2020-08-31,35,8,2020,AFRICA,Shopify,F2,"Middle Aged",Families,Existing,4911,944157,192.25
2020-08-31,35,8,2020,CANADA,Retail,C1,"Young Aged",Couples,Existing,56256,2299419,40.87
2020-08-31,35,8,2020,OCEANIA,Retail,F2,"Middle Aged",Families,Existing,345420,18073554,52.32
2020-08-31,35,8,2020,USA,Shopify,null,Unknown,Unknown,Guest,2647,479002,180.96
2020-08-31,35,8,2020,CANADA,Retail,C2,"Middle Aged",Couples,New,14915,458589,30.75
2020-08-31,35,8,2020,AFRICA,Shopify,C4,Retirees,Couples,Existing,438,80612,184.05
2020-08-31,35,8,2020,AFRICA,Retail,F3,Retirees,Families,New,69632,2472247,35.50
2020-08-31,35,8,2020,OCEANIA,Shopify,C1,"Young Aged",Couples,New,522,69079,132.34
2020-08-31,35,8,2020,"SOUTH AMERICA",Retail,F1,"Young Aged",Families,New,312,11256,36.08
2020-08-31,35,8,2020,EUROPE,Shopify,C2,"Middle Aged",Couples,New,17,2340,137.65
2020-08-31,35,8,2020,CANADA,Shopify,F1,"Young Aged",Families,New,61,8381,137.39
2020-08-31,35,8,2020,OCEANIA,Retail,C3,Retirees,Couples,New,153925,4929679,32.03
2020-08-31,35,8,2020,ASIA,Retail,C2,"Middle Aged",Couples,Existing,129513,4917788,37.97
2020-08-31,35,8,2020,EUROPE,Shopify,C3,Retirees,Couples,New,12,1924,160.33
2020-08-31,35,8,2020,AFRICA,Shopify,null,Unknown,Unknown,Existing,376,70596,187.76
2020-08-31,35,8,2020,CANADA,Retail,C3,Retirees,Couples,New,29338,1026555,34.99
2020-08-31,35,8,2020,CANADA,Shopify,F2,"Middle Aged",Families,New,98,14789,150.91
2020-08-31,35,8,2020,"SOUTH AMERICA",Shopify,C2,"Middle Aged",Couples,Existing,134,26393,196.96
2020-08-24,34,8,2020,AFRICA,Retail,null,Unknown,Unknown,Guest,1548059,44081216,28.48
2020-08-24,34,8,2020,USA,Shopify,F2,"Middle Aged",Families,Existing,1898,397206,209.28
2020-08-24,34,8,2020,AFRICA,Shopify,F1,"Young Aged",Families,Existing,2592,489706,188.93
2020-08-24,34,8,2020,CANADA,Shopify,F2,"Middle Aged",Families,Existing,1350,258395,191.40
2020-08-24,34,8,2020,USA,Retail,F2,"Middle Aged",Families,New,28566,1082176,37.88
2020-08-24,34,8,2020,OCEANIA,Shopify,null,Unknown,Unknown,New,430,71730,166.81
2020-08-24,34,8,2020,CANADA,Retail,C1,"Young Aged",Couples,New,30970,809732,26.15
2020-08-24,34,8,2020,USA,Shopify,C1,"Young Aged",Couples,Existing,773,138404,179.05
2020-08-24,34,8,2020,EUROPE,Retail,null,Unknown,Unknown,Existing,2986,136429,45.69
2020-08-24,34,8,2020,CANADA,Retail,C4,Retirees,Couples,Existing,29326,1464490,49.94
2020-08-24,34,8,2020,EUROPE,Retail,null,Unknown,Unknown,Guest,98743,3383683,34.27
2020-08-24,34,8,2020,CANADA,Retail,C4,Retirees,Couples,New,13219,437390,33.09
2020-08-24,34,8,2020,USA,Shopify,C4,Retirees,Couples,Existing,167,32507,194.65
2020-08-24,34,8,2020,"SOUTH AMERICA",Shopify,C4,Retirees,Couples,Existing,5,988,197.60
2020-08-24,34,8,2020,"SOUTH AMERICA",Shopify,C2,"Middle Aged",Couples,New,46,7823,170.07
2020-08-24,34,8,2020,OCEANIA,Retail,C4,Retirees,Couples,New,65546,2023506,30.87
2020-08-24,34,8,2020,EUROPE,Retail,F1,"Young Aged",Families,New,932,40229,43.16
2020-08-24,34,8,2020,"SOUTH AMERICA",Shopify,F2,"Middle Aged",Families,Existing,30,6585,219.50
2020-08-24,34,8,2020,EUROPE,Shopify,F1,"Young Aged",Families,Existing,132,26362,199.71
2020-08-24,34,8,2020,ASIA,Shopify,null,Unknown,Unknown,New,318,50284,158.13
2020-08-24,34,8,2020,AFRICA,Retail,C3,Retirees,Couples,Existing,287091,14534326,50.63
2020-08-24,34,8,2020,"SOUTH AMERICA",Retail,F2,"Middle Aged",Families,Existing,1127,50201,44.54
2020-08-24,34,8,2020,AFRICA,Retail,F3,Retirees,Families,New,69461,2470906,35.57
2020-08-24,34,8,2020,CANADA,Retail,F2,"Middle Aged",Families,New,18109,637913,35.23
2020-08-24,34,8,2020,CANADA,Shopify,null,Unknown,Unknown,Existing,76,13605,179.01
2020-08-24,34,8,2020,ASIA,Retail,C2,"Middle Aged",Couples,Existing,129144,4996901,38.69
2020-08-24,34,8,2020,ASIA,Shopify,C4,Retirees,Couples,New,40,6803,170.08
2020-08-24,34,8,2020,EUROPE,Shopify,C3,Retirees,Couples,New,14,3295,235.36
2020-08-24,34,8,2020,OCEANIA,Shopify,F2,"Middle Aged",Families,Existing,6502,1307272,201.06
2020-08-24,34,8,2020,ASIA,Shopify,C1,"Young Aged",Couples,New,269,35424,131.69
2020-08-24,34,8,2020,OCEANIA,Shopify,C1,"Young Aged",Couples,Existing,2673,471401,176.36
2020-08-24,34,8,2020,USA,Shopify,C1,"Young Aged",Couples,New,151,21917,145.15
2020-08-24,34,8,2020,"SOUTH AMERICA",Shopify,C1,"Young Aged",Couples,New,16,2666,166.63
2020-08-24,34,8,2020,"SOUTH AMERICA",Retail,F2,"Middle Aged",Families,New,446,17385,38.98
2020-08-24,34,8,2020,USA,Retail,null,Unknown,Unknown,New,21594,919265,42.57
2020-08-24,34,8,2020,AFRICA,Shopify,F2,"Middle Aged",Families,Existing,4689,928412,198.00
